phase,budget_mode,env_steps,episode_idx,train_episode_idx,phase_episode_idx,completed_train_episodes,episode_seed,map_fingerprint,epsilon,episode_reward,episode_length,final_coverage,success,repeat_visit_ratio,done_reason,accessible_block_count,total_accessible_unknown_area,total_frontier_cluster_count,mean_block_area,local_frontier_coverage,local_frontier_block_area_mean,value_total_block_count_before_cap,value_packed_block_count,value_truncated_block_count,value_block_cap_hit_flag,value_total_entry_count_before_cap,value_packed_entry_count,value_truncated_entry_count,value_entry_cap_hit_block_count,value_entry_cap_hit_flag,value_max_frontier_clusters_per_block,value_mean_frontier_clusters_per_block,info_reward_sum,step_penalty_sum,recent_revisit_penalty_sum,turn_penalty_sum,timeout_penalty_sum,terminal_bonus_sum,delta_empty_sum,delta_obstacle_sum,empty_info_gain_sum,obstacle_info_gain_sum,weighted_obstacle_info_gain_sum,weighted_info_gain_sum,empty_info_reward_sum,obstacle_info_reward_sum,obstacle_info_contribution_ratio,recent_revisit_trigger_count,stall_trigger_count,zero_info_step_count,turn_ge_90_count,turn_135_count,turn_180_count,turn_penalty_weight_sum,timeout_flag,coverage_gain_per_step,weighted_info_gain_per_step,zero_info_rate,recent_revisit_rate,stall_rate,turn_burden_rate,timeout_rate
train,env_steps,9000,15,15,9,9,20259337,5c8f7d02e87e8dcb,0.9709258666666667,-7.333759242757467,600,0.3944,0,0.6173044925124792,max_episode_steps,2.8366666666666664,385.41,11.95,204.12861111111033,0.0,0.0,2.8366666666666664,2.8366666666666664,0.0,0.0,11.95,11.315,0.635,0.345,0.345,8.441666666666666,6.021055555555556,48.726240757242365,-11.999999999999833,-21.119999999999997,-12.939999999999914,-10.0,0.0,473.0,104.0,15.05605761649331,3.31042281631142,0.6620845632622848,15.718142179755592,46.6737786111293,2.052462146113081,0.04212231672741992,176.0,321.0,495.0,372.0,161.0,57.0,215.6666666666667,1.0,0.0006573333333333333,0.026196903632925986,0.825,0.29333333333333333,0.535,0.3594444444444445,1.0
train,env_steps,9600,16,16,10,10,20259338,662fec906cba1586,0.9690117333333333,1.161684178788775,600,0.4313,0,0.5956738768718802,max_episode_steps,1.3,405.06666666666666,7.783333333333333,349.85388888888906,0.0,0.0,1.3,1.3,0.0,0.0,7.783333333333333,7.548333333333333,0.235,0.21666666666666667,0.21666666666666667,7.445,6.547500000000005,62.48168417878868,-11.999999999999833,-25.560000000000034,-13.759999999999918,-10.0,0.0,611.0,111.0,19.448734045829596,3.5332397366400747,0.7066479473280155,20.155381993157626,60.291075542071844,2.190608636716847,0.03506001263423875,213.0,311.0,507.0,372.0,140.0,88.0,229.33333333333326,1.0,0.0007188333333333334,0.033592303321929376,0.845,0.355,0.5183333333333333,0.3822222222222221,1.0
train,env_steps,10200,17,17,11,11,20259339,e956a0aef436905b,0.9670458666666667,11.43497499497704,600,0.5066,0,0.5391014975041597,max_episode_steps,1.7933333333333332,637.5616666666666,9.158333333333333,375.4112500000003,0.0,0.0,1.7933333333333332,1.7933333333333332,0.0,0.0,9.158333333333333,9.155,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,6.36,5.583055555555564,70.43497499497686,-11.999999999999833,-23.64000000000002,-13.359999999999914,-10.0,0.0,682.0,159.0,21.708734237734514,5.06112719032227,1.0122254380644555,22.720959675798966,67.29707613697711,3.137898857999811,0.04455029420005602,197.0,169.0,458.0,372.0,154.0,71.0,222.66666666666674,1.0,0.0008443333333333334,0.03786826612633161,0.7633333333333333,0.3283333333333333,0.2816666666666667,0.3711111111111112,1.0
train,env_steps,10800,18,18,12,12,20259340,f5a4c461875c265d,0.9651317333333334,-9.815189839889918,600,0.3785,0,0.6356073211314476,max_episode_steps,1.0516666666666667,427.84,11.28,416.54583333333335,0.0,0.0,1.0516666666666667,1.0516666666666667,0.0,0.0,11.28,8.041666666666666,3.2383333333333333,0.98,0.98,11.226666666666667,10.986666666666666,53.30481016010997,-11.999999999999833,-26.880000000000045,-14.239999999999904,-10.0,0.0,519.0,106.0,16.520283092938737,3.3740847935481777,0.6748169587096368,17.195100051648367,51.212877588110125,2.0919325719998723,0.039244724176231,224.0,365.0,515.0,390.0,152.0,85.0,237.33333333333334,1.0,0.0006308333333333333,0.02865850008608061,0.8583333333333333,0.37333333333333335,0.6083333333333333,0.39555555555555555,1.0
train,env_steps,11400,19,19,13,13,20259341,7326dc2b10ea579b,0.9631658666666667,36.1233034748997,600,0.5802,0,0.4442595673876872,max_episode_steps,3.7133333333333334,593.405,10.34,193.8344722222209,0.0,0.0,3.7133333333333334,3.7133333333333334,0.0,0.0,10.34,10.301666666666666,0.03833333333333333,0.03666666666666667,0.03666666666666667,5.2283333333333335,3.365111111111133,90.68330347490004,-11.999999999999833,-19.559999999999985,-12.999999999999918,-10.0,0.0,885.0,170.0,28.17042492726547,5.411268065124442,1.082253613024889,29.252678540290336,87.32831727452293,3.3549862003771547,0.03699673558215454,163.0,232.0,440.0,370.0,152.0,64.0,216.66666666666663,1.0,0.0009670000000000001,0.04875446423381723,0.7333333333333333,0.27166666666666667,0.38666666666666666,0.36111111111111105,1.0
train,env_steps,12000,20,20,14,14,20259342,cf45e1183bf4d317,0.9612517333333334,15.153138640033042,600,0.5488,0,0.5524126455906821,max_episode_steps,3.195,356.2,11.483333333333333,128.81738888888893,0.0,0.0,3.195,3.195,0.0,0.0,11.483333333333333,11.395,0.08833333333333333,0.085,0.085,7.403333333333333,3.9785555555555523,73.55313864003323,-11.999999999999833,-23.160000000000014,-13.239999999999931,-10.0,0.0,715.0,152.0,22.75915686214103,4.838310269993618,0.9676620539987244,23.72681891613976,70.5533862726372,2.9997523673960447,0.040783471961363046,193.0,290.0,477.0,368.0,152.0,71.0,220.6666666666668,1.0,0.0009146666666666666,0.03954469819356626,0.795,0.32166666666666666,0.48333333333333334,0.367777777777778,1.0
train,env_steps,12600,21,21,15,15,20259343,12bce8b1dd388007,0.9592858666666667,21.54856490712639,600,0.525,0,0.5440931780366056,max_episode_steps,3.695,349.14,7.67,128.01044444444457,0.0,0.0,3.695,3.695,0.0,0.0,7.67,7.663333333333333,0.006666666666666667,0.006666666666666667,0.006666666666666667,4.426666666666667,2.641999999999995,84.32856490712686,-11.999999999999833,-26.28000000000004,-14.499999999999915,-10.0,0.0,826.0,143.0,26.29239659878109,4.551831372428203,0.9103662744856423,27.20276287326676,81.50642945622145,2.82213545090549,0.03346594898197989,219.0,275.0,470.0,383.0,152.0,95.0,241.66666666666669,1.0,0.000875,0.04533793812211127,0.7833333333333333,0.365,0.4583333333333333,0.4027777777777778,1.0
train,env_steps,13200,22,22,16,16,20259344,af12df645bed9a02,0.9573717333333334,14.659228742335113,600,0.5303,0,0.6139767054908486,max_episode_steps,2.5116666666666667,384.5316666666667,6.476666666666667,174.43691666666618,0.0,0.0,2.5116666666666667,2.5116666666666667,0.0,0.0,6.476666666666667,6.476666666666667,0.0,0.0,0.0,4.846666666666667,2.773638888888902,73.09922874233517,-11.999999999999833,-22.56000000000001,-13.879999999999912,-10.0,0.0,717.0,119.0,22.822818839377778,3.787887645587105,0.757577529117422,23.58039636849522,70.7507384020712,2.3484903402640067,0.03212742980561552,188.0,316.0,493.0,379.0,143.0,86.0,231.3333333333333,1.0,0.0008838333333333334,0.0393006606141587,0.8216666666666667,0.31333333333333335,0.5266666666666666,0.3855555555555555,1.0
train,env_steps,13800,23,23,17,17,20259345,2db5a8090a15e5b3,0.9554058666666667,19.147595266296925,600,0.5587,0,0.49916805324459235,max_episode_steps,1.315,384.075,5.985,328.3387500000001,0.0,0.0,1.315,1.315,0.0,0.0,5.985,5.98,0.005,0.005,0.005,5.66,5.001805555555556,76.9475952662971,-11.999999999999833,-22.200000000000006,-13.599999999999916,-10.0,0.0,752.0,139.0,23.936903441021048,4.424507417954688,0.8849014835909389,24.82180492461198,74.20440066716529,2.743194599131909,0.03565016670941268,185.0,272.0,474.0,378.0,158.0,72.0,226.6666666666667,1.0,0.0009311666666666666,0.0413696748743533,0.79,0.30833333333333335,0.4533333333333333,0.3777777777777779,1.0
train,env_steps,14400,24,24,18,18,20259346,cfd805df9a470a43,0.9534917333333334,3.716653224713358,600,0.4568,0,0.5008319467554077,max_episode_steps,2.256666666666667,393.41333333333336,9.651666666666667,188.40097222222226,0.0,0.0,2.256666666666667,2.256666666666667,0.0,0.0,9.651666666666667,9.315,0.33666666666666667,0.33666666666666667,0.33666666666666667,7.816666666666666,4.580138888888884,62.856653224713206,-11.999999999999833,-23.76000000000002,-13.379999999999923,-10.0,0.0,608.0,145.0,19.35324107997446,4.6154933496649635,0.9230986699329942,20.276339749907464,59.995047347920945,2.861605876792281,0.0455259026687598,198.0,318.0,481.0,367.0,140.0,81.0,222.99999999999994,1.0,0.0007613333333333333,0.033793899583179104,0.8016666666666666,0.33,0.53,0.3716666666666666,1.0
train,env_steps,15000,25,25,19,19,20259347,1fe5816678f4fc9a,0.9515258666666666,5.895876017996207,600,0.4699,0,0.540765391014975,max_episode_steps,1.9616666666666667,398.09833333333336,6.323333333333333,213.96944444444463,0.0,0.0,1.9616666666666667,1.9616666666666667,0.0,0.0,6.323333333333333,6.323333333333333,0.0,0.0,0.0,4.05,3.441666666666664,65.89587601799603,-11.999999999999833,-24.360000000000024,-13.639999999999926,-10.0,0.0,638.0,149.0,20.30817073852583,4.742817304138478,0.9485634608276972,21.25673419935353,62.95532928943019,2.9405467285658586,0.044624138963761564,203.0,265.0,471.0,369.0,147.0,83.0,227.33333333333331,1.0,0.0007831666666666666,0.035427890332255886,0.785,0.3383333333333333,0.44166666666666665,0.37888888888888883,1.0
train,env_steps,15600,26,26,20,20,20259348,3b25b4c31f51c128,0.9496117333333334,-4.753848750154228,600,0.441,0,0.6206322795341098,max_episode_steps,3.035,471.98833333333334,6.455,172.6698611111108,0.0,0.0,3.035,3.035,0.0,0.0,6.455,6.455,0.0,0.0,0.0,3.3133333333333335,2.2977777777777773,56.18615124984568,-11.999999999999833,-24.480000000000025,-14.459999999999894,-10.0,0.0,551.0,92.0,17.53887472872687,2.9284509528908704,0.585690190578175,18.124564919305044,54.370511659053356,1.8156395907923402,0.03231471724622403,204.0,363.0,497.0,400.0,159.0,82.0,241.00000000000014,1.0,0.000735,0.03020760819884174,0.8283333333333334,0.34,0.605,0.4016666666666669,1.0
train,env_steps,16200,27,27,21,21,20259349,2fffd4eead43fb9c,0.9476458666666667,5.765814109845227,600,0.4764,0,0.5357737104825291,max_episode_steps,1.9516666666666667,488.995,7.713333333333333,282.5798611111101,0.0,0.0,1.9516666666666667,1.9516666666666667,0.0,0.0,7.713333333333333,7.695,0.018333333333333333,0.018333333333333333,0.018333333333333333,6.681666666666667,4.470277777777774,66.64581410984499,-11.999999999999833,-25.320000000000032,-13.55999999999991,-10.0,0.0,652.0,117.0,20.753804579183136,3.724225668350348,0.7448451336700704,21.498649712853222,64.33679419546779,2.309019914377217,0.03464613562333431,211.0,331.0,506.0,369.0,161.0,74.0,226.0,1.0,0.000794,0.03583108285475537,0.8433333333333334,0.3516666666666667,0.5516666666666666,0.37666666666666665,1.0
train,env_steps,16800,28,28,22,22,20259350,6ce3e36e7f0bb78c,0.9457317333333334,23.59437306791923,600,0.5392,0,0.5474209650582362,max_episode_steps,1.4266666666666667,489.62333333333333,9.405,370.09472222222223,0.0,0.0,1.4266666666666667,1.4266666666666667,0.0,0.0,9.405,8.263333333333334,1.1416666666666666,0.6833333333333333,0.6833333333333333,8.93,7.097222222222223,80.9143730679195,-11.999999999999833,-22.320000000000007,-12.999999999999913,-10.0,0.0,797.0,115.0,25.3692979288481,3.6605636911135884,0.7321127382227192,26.10141066707082,78.64482357942912,2.2695494884904273,0.028048780487804893,186.0,215.0,470.0,373.0,141.0,68.0,216.6666666666668,1.0,0.0008986666666666666,0.0435023511117847,0.7833333333333333,0.31,0.35833333333333334,0.3611111111111113,1.0
train,env_steps,17400,29,29,23,23,20259351,4f12ed26084c2d68,0.9437658666666666,37.34808679637125,600,0.6045,0,0.5291181364392679,max_episode_steps,3.6133333333333333,546.1983333333334,7.108333333333333,165.50161111111112,0.0,0.0,3.6133333333333333,3.6133333333333333,0.0,0.0,7.108333333333333,7.108333333333333,0.0,0.0,0.0,3.2266666666666666,2.2293055555555386,93.30808679637154,-11.999999999999833,-20.639999999999993,-13.319999999999919,-10.0,0.0,917.0,143.0,29.189016563053595,4.551831372428205,0.9103662744856423,30.099382837539242,90.48595134546619,2.8221354509054897,0.030245346869712364,172.0,287.0,455.0,371.0,165.0,65.0,221.99999999999994,1.0,0.0010075000000000001,0.0501656380625654,0.7583333333333333,0.2866666666666667,0.47833333333333333,0.3699999999999999,1.0
train,env_steps,18000,30,30,24,24,20259352,0feb0ec99b34b3e0,0.9418517333333334,18.11142610139175,600,0.54,0,0.49417637271214643,max_episode_steps,4.068333333333333,392.9583333333333,10.823333333333334,122.15597222222256,0.0,0.0,4.068333333333333,4.068333333333333,0.0,0.0,10.823333333333334,10.816666666666666,0.006666666666666667,0.006666666666666667,0.006666666666666667,5.651666666666666,3.1663611111111196,75.17142610139169,-11.999999999999833,-21.960000000000004,-13.099999999999907,-10.0,0.0,731.0,154.0,23.268452680035075,4.901972247230374,0.9803944494460759,24.248847129481163,72.13220330810883,3.0392227932828337,0.04043055920189025,183.0,289.0,460.0,367.0,142.0,73.0,218.33333333333323,1.0,0.0009000000000000001,0.04041474521580194,0.7666666666666667,0.305,0.4816666666666667,0.3638888888888887,1.0
train,env_steps,18600,31,31,25,25,20259353,725e2986a56c72ff,0.9398858666666666,-22.125901403322732,600,0.2862,0,0.5607321131447587,max_episode_steps,2.1033333333333335,296.52166666666665,4.78,155.0988888888889,0.0,0.0,2.1033333333333335,2.1033333333333335,0.0,0.0,4.78,4.78,0.0,0.0,0.0,3.3633333333333333,2.401388888888887,33.23409859667725,-11.999999999999833,-20.519999999999992,-12.83999999999991,-10.0,0.0,316.0,104.0,10.058592403407792,3.3104228163114193,0.6620845632622854,10.720676966670073,31.181636450564174,2.0524621461130814,0.06175771971496427,171.0,281.0,499.0,359.0,139.0,72.0,213.99999999999997,1.0,0.000477,0.01786779494445012,0.8316666666666667,0.285,0.4683333333333333,0.35666666666666663,1.0
train,env_steps,19200,32,32,26,26,20259354,b06798b75777efe8,0.9379717333333333,0.8378190347891206,600,0.4399,0,0.6139767054908486,max_episode_steps,1.17,374.1766666666667,7.591666666666667,348.6563888888889,0.0,0.0,1.17,1.17,0.0,0.0,7.591666666666667,7.591666666666667,0.0,0.0,0.0,7.388333333333334,6.999999999999997,58.297819034788944,-11.999999999999833,-22.080000000000005,-13.379999999999916,-10.0,0.0,574.0,84.0,18.270987466949585,2.6738030439438396,0.5347606087887685,18.805748075738354,56.640061147543776,1.6577578872451808,0.02843601895734592,184.0,308.0,503.0,378.0,163.0,64.0,223.00000000000006,1.0,0.0007331666666666667,0.03134291345956392,0.8383333333333334,0.30666666666666664,0.5133333333333333,0.37166666666666676,1.0
train,env_steps,19800,33,33,27,27,20259355,50663ba6fa987e9d,0.9360058666666666,33.49403592791886,600,0.596,0,0.4891846921797005,max_episode_steps,2.5316666666666667,584.015,9.54,228.86608333333336,0.0,0.0,2.5316666666666667,2.5316666666666667,0.0,0.0,9.54,8.928333333333333,0.6116666666666667,0.23166666666666666,0.23166666666666666,6.305,3.9609722222222223,91.37403592791892,-11.999999999999833,-22.44000000000001,-13.439999999999907,-10.0,0.0,883.0,215.0,28.106762950028703,6.843662552951498,1.3687325105903003,29.475495460619012,87.13096514508906,4.24307078282993,0.046436285097192206,187.0,266.0,451.0,383.0,137.0,76.0,223.9999999999999,1.0,0.0009933333333333333,0.049125825767698354,0.7516666666666667,0.31166666666666665,0.44333333333333336,0.37333333333333313,1.0
